0.000000, 0.000000, -64.999242
0.025000, 0.000000, -64.998496
0.050000, 0.000000, -64.997761
0.075000, 0.000000, -64.997036
0.100000, 0.000000, -64.996322
0.125000, 0.000000, -64.995616
0.150000, 0.000000, -64.994919
0.175000, 0.000000, -64.994229
0.200000, 0.000000, -64.993548
0.225000, 0.000000, -64.992873
0.250000, 0.000000, -64.992206
0.275000, 0.000000, -64.991545
0.300000, 0.000000, -64.990890
0.325000, 0.000000, -64.990242
0.350000, 0.000000, -64.989600
0.375000, 0.000000, -64.988963
0.400000, 0.000000, -64.988332
0.425000, 0.000000, -64.987706
0.450000, 0.000000, -64.987086
0.475000, 0.000000, -64.986471
0.500000, 0.000000, -64.985862
0.525000, 0.000000, -64.985257
0.550000, 0.000000, -64.984658
0.575000, 0.000000, -64.984063
0.600000, 0.000000, -64.983474
0.625000, 0.000000, -64.982889
0.650000, 0.000000, -64.982310
0.675000, 0.000000, -64.981735
0.700000, 0.000000, -64.981165
0.725000, 0.000000, -64.980600
0.750000, 0.000000, -64.980040
0.775000, 0.000000, -64.979484
0.800000, 0.000000, -64.978933
0.825000, 0.000000, -64.978388
0.850000, 0.000000, -64.977847
0.875000, 0.000000, -64.977310
0.900000, 0.000000, -64.976779
0.925000, 0.000000, -64.976252
0.950000, 0.000000, -64.975730
0.975000, 0.000000, -64.975213
1.000000, 0.000000, -64.974701
1.025000, 0.000000, -64.974194
1.050000, 0.000000, -64.973691
1.075000, 0.000000, -64.973193
1.100000, 0.000000, -64.972700
1.125000, 0.000000, -64.972212
1.150000, 0.000000, -64.971729
1.175000, 0.000000, -64.971250
1.200000, 0.000000, -64.970776
1.225000, 0.000000, -64.970308
1.250000, 0.000000, -64.969844
1.275000, 0.000000, -64.969384
1.300000, 0.000000, -64.968930
1.325000, 0.000000, -64.968481
1.350000, 0.000000, -64.968036
1.375000, 0.000000, -64.967597
1.400000, 0.000000, -64.967162
1.425000, 0.000000, -64.966732
1.450000, 0.000000, -64.966307
1.475000, 0.000000, -64.965887
1.500000, 0.000000, -64.965471
1.525000, 0.000000, -64.965061
1.550000, 0.000000, -64.964655
1.575000, 0.000000, -64.964255
1.600000, 0.000000, -64.963859
1.625000, 0.000000, -64.963468
1.650000, 0.000000, -64.963082
1.675000, 0.000000, -64.962701
1.700000, 0.000000, -64.962325
1.725000, 0.000000, -64.961953
1.750000, 0.000000, -64.961587
1.775000, 0.000000, -64.961225
1.800000, 0.000000, -64.960868
1.825000, 0.000000, -64.960516
1.850000, 0.000000, -64.960169
